company,Opening Date,issue_price,issue_size_cr,sub_qib,sub_hni,sub_retail,Total (x),Listing Date,Open Price on Listing (Rs.),Close Price on Listing (Rs.),listing_gain_pct,year,positive_listing,gmp_pct,sector,market_mood,pe_vs_sector,promoter_holding,revenue_growth_pct,roce_pct,debt_equity,company_age
IPO_Synth_1237,,320.3033920022732,2423.9374087087544,8.639337092319208,4.614778531053701,2.23721821932151,15.491333842694418,,,,0.1,2023,1,12.866139544865021,Mfg,bear,1.2,52.3924728620873,32.0,17.222426092462143,1.0585865017705944,6.592197210493363
IPO_Synth_1238,,239.49957287103305,71.9742,48.659948113449715,21.292970299622958,15.234554012964086,85.18747242603675,,,,43.31765059337115,2025,1,24.63872907567375,Tech,bull,1.2,74.65777699965477,15.970854888829702,23.343370169286942,0.7560263619453442,10.661045887917604
IPO_Synth_1239,,574.0514229316441,4146.234025614189,73.70863912783466,26.86863288906301,14.594554719289492,115.17182673618716,,,,90.3128023824008,2021,1,25.670083885815135,FMCG,bull,1.2,63.403179552011785,23.34490687644423,15.028143335723879,0.17030774993566394,8.00909783603786
IPO_Synth_1240,,954.2255800222235,2572.9424690680517,78.65387832290921,42.604035534936116,24.56338893784336,145.8213027956887,,,,58.65634331678604,2020,1,45.87765419865978,Retail,bull,1.2,59.342543210078084,22.352204301654158,13.185080034851728,0.13061765810064863,4.856587869577915
IPO_Synth_1241,,526.80104741793,866.0635961676435,127.4479749099281,31.937855035628527,18.58877029335442,177.97460023891105,,,,70.29296276423068,2017,1,39.92808825390743,Tech,neutral,1.2,60.700705713345954,8.429067064755003,12.691652296312963,0.0,7.9667720325065625
IPO_Synth_1242,,873.7991826201077,7673.130119940611,10.997315911633844,4.269228373211315,1.6494858195251754,16.916030104370336,,,,-12.213917848203621,2023,0,-9.37990080197207,Infra,bear,1.2,86.37809149612464,19.905936210770214,10.333076834675689,2.1058743841448675,13.753592263619447
IPO_Synth_1243,,954.1262727117695,4157.4459857672755,190.9055278377891,110.34740642472521,53.32674931622761,354.57968357874194,,,,70.03669071966549,2026,1,48.72813107773608,Finance,bull,1.2,63.01195701439961,16.682448841715043,18.636458847780766,0.0,10.41513435716828
IPO_Synth_1244,,214.43408108700524,71.9742,0.5,0.5,0.5,1.5,,,,6.7387015344827175,2025,1,0.7989894427395272,Mfg,bear,1.2,41.46703433314209,24.067832079776338,10.043612402217722,0.9218804829305562,4.0
IPO_Synth_1245,,508.7098515274986,508.8201029997497,89.56253016217033,28.91260019142483,29.159344824513333,147.6344751781085,,,,82.79274915067057,2022,1,34.90464137560898,FMCG,bull,1.2,66.05143658564687,30.434421432163923,18.59697693028653,0.5377097063090391,7.979116269204781
IPO_Synth_1246,,269.6659992381863,7942.279055154652,34.33355572023537,8.606016661665178,5.791065776400845,48.73063815830139,,,,39.69589228840243,2016,1,13.762175600573165,FMCG,neutral,1.2,68.80273183493456,17.932709976830036,13.994261992677533,0.234317695973548,12.709780829781987
IPO_Synth_1247,,40.04,71.9742,6.044473827652019,2.328450134845041,0.6891749671353602,9.06209892963242,,,,5.864965595492715,2019,1,3.370730635987749,Mfg,neutral,1.2,57.395222616246286,17.932455880038614,7.065486233116117,0.4918073415267061,9.104899904370528
IPO_Synth_1248,,536.3449515837376,1694.4336276390854,8.076733835619034,4.2364863959894,1.8323518973653625,14.145572128973797,,,,-11.91448752889214,2018,0,-11.559908198151144,Retail,bull,1.2,59.06214664271994,32.0,21.6972219751564,0.0,11.571380473104258
IPO_Synth_1249,,55.42270285816654,4725.965657982555,41.52722582602898,21.480903654895148,13.240337877693738,76.24846735861786,,,,4.00010653432722,2016,1,8.577639499645944,Pharma,bear,1.2,40.80810987826634,15.730750921137147,6.0,1.1528153823025256,8.81411880426716
IPO_Synth_1250,,580.2532141859143,3219.7211831336085,8.07827182260884,2.548985171368211,2.769768490296389,13.39702548427344,,,,-11.726082728082403,2017,0,-11.559908198151144,Auto,bear,1.2,61.74736163583956,11.941990097993452,14.632085446846517,0.0,10.551821941231077
IPO_Synth_1251,,40.04,3594.928283652076,41.051748561812964,22.859607544565247,12.90899220129534,76.82034830767356,,,,74.43062983395448,2022,1,33.225738846955686,Pharma,bull,1.2,38.13933576042964,28.265431458139314,16.052814161805653,0.827814641288836,10.105886719743081
IPO_Synth_1252,,473.2308686907535,3441.6727948727307,124.77762106471049,93.5161090354126,27.761662160335856,246.05539226045892,,,,56.058600093551796,2017,1,45.1182663645588,FMCG,bear,1.2,55.48604019426593,19.696198765278456,6.0,0.0,8.062337781553026
IPO_Synth_1253,,40.04,1587.8667344508567,21.482635038117934,11.652899906069692,6.7851948727888285,39.920729816976454,,,,-10.521550847448962,2016,0,-4.956553854211571,Retail,neutral,1.2,47.952190048583546,21.69991663406932,16.98564189226816,0.07307200603780589,11.71444279969365
IPO_Synth_1254,,645.0047301886591,71.9742,63.9633080860381,32.86556861693259,9.817902839826147,106.64677954279684,,,,25.433732788073026,2026,1,18.826226298786242,Mfg,neutral,1.2,77.69231184064006,32.0,11.985954328430944,0.1000931765255123,14.594617300286506
IPO_Synth_1255,,280.4490335026486,2653.433641940467,0.5,0.5,0.5,1.5,,,,-3.9141132618989736,2022,0,-3.408678666245582,Mfg,bear,1.2,87.89897761533085,11.582125656997725,13.881665707406308,0.33464443642136643,11.153932018945271
IPO_Synth_1256,,247.51570888607654,473.3701653582407,0.5,0.5,0.5,1.5,,,,-7.251140911424704,2024,0,-1.3113529398491073,Infra,neutral,1.2,39.40216214372248,18.82722519488586,21.04354776680958,1.0021533527354638,10.311882170579715
IPO_Synth_1257,,799.6201617274351,268.8457356779772,100.74380868051996,72.83774066708716,19.880873516854045,193.46242286446116,,,,56.43104652322943,2018,1,29.052926010270795,Mfg,bull,1.2,59.91683246388014,12.582386942643641,15.64224054666527,0.4642045197337357,7.470473821960606
IPO_Synth_1258,,304.97827843599055,5380.547623530869,12.042284156745383,3.2576396675082484,2.955300513896555,18.255224338150185,,,,15.366603242660048,2020,1,11.456688198001654,Mfg,neutral,1.2,54.41353137974067,22.011100746985683,13.422465233735645,1.4329794663746322,12.814635841364554
IPO_Synth_1259,,452.68776212904396,530.0637221064172,18.347761501566048,6.46752907798465,5.430975062634863,30.246265642185563,,,,44.599730835886945,2022,1,49.941461135169384,FMCG,bull,1.2,68.35989141305728,16.681978030690523,14.232931841647115,1.5448966584097747,8.466840469041834
IPO_Synth_1260,,346.9776072905397,5962.715977558433,0.5,0.5,0.5,1.5,,,,12.411602798441363,2023,1,1.8539423253516367,Tech,neutral,1.2,61.73234986859834,12.962374472513567,22.992465573635315,0.8087678997895645,11.68206096740525
IPO_Synth_1261,,588.1401381310126,2190.116982566386,26.07950299801882,16.591177184386297,3.2721939552380856,45.94287413764321,,,,35.79869248992948,2020,1,33.9191084825336,Tech,bull,1.2,53.027242010672154,24.393664731907528,16.82075949547158,1.1825902218596203,12.285094782805665
IPO_Synth_1262,,771.0772754244556,1107.5201014086035,42.447854585910186,11.578986452132813,12.024629347155939,66.05147038519894,,,,31.6639394481843,2026,1,14.399051056182438,Auto,neutral,1.2,61.68750940082313,20.061974698295412,11.023067623728304,2.5,12.962524276175927
IPO_Synth_1263,,700.2633030835161,71.9742,116.52815615658238,81.72323206683106,39.400178726443606,237.65156694985706,,,,54.78549130492001,2023,1,29.51355445643624,Retail,bull,1.2,56.13627735712133,12.490209148964729,12.802572513747933,0.0,13.01838063800876
IPO_Synth_1264,,255.4147229994358,7039.615694493224,4.293574260480227,1.1175215579514874,1.113085611095623,6.524181429527338,,,,9.522226604642535,2018,1,2.613056560730356,Mfg,bull,1.2,88.60442283279782,12.85782201855553,9.644678322054785,1.576136456497093,12.909876500275177
IPO_Synth_1265,,827.8153780212475,1506.2327845140367,19.819161537331897,10.925776694154568,2.688387281024417,33.43332551251088,,,,31.42148609610727,2017,1,11.218173058803057,Finance,neutral,1.2,45.71438347253262,21.24684919001446,12.967304376278987,2.0448462016030424,6.231330627969051
IPO_Synth_1266,,101.8094602173327,71.9742,92.96979870025946,36.05258131552941,24.250831941304604,153.27321195709348,,,,20.94019542450973,2016,1,9.791051767447003,Mfg,bull,1.2,64.63476071802837,9.975357010932248,22.235520973184528,0.9336708625862947,7.422767038558987
IPO_Synth_1267,,161.20079762166924,4092.7557744965575,22.563775584916755,10.949788783837928,2.914292669547646,36.427857038302335,,,,-8.528399218094513,2025,0,-5.803782150779291,Retail,bear,1.2,69.17340249638316,21.364905610231663,14.251498339162614,2.4040458032967145,5.882576115083564
IPO_Synth_1268,,371.16716760235784,1391.1251687299343,113.01505156080903,53.223642567830765,19.877221559212696,186.1159156878525,,,,101.8774268829836,2025,1,26.62000023312103,Infra,neutral,1.2,67.89258994680046,28.03734110422573,8.983442093236551,2.2737554883168087,5.680539085301106
IPO_Synth_1269,,772.3942697569645,71.9742,75.62318896078435,47.222645901905885,8.159698628202396,131.00553349089262,,,,55.44361574408541,2021,1,26.363912223106965,Pharma,neutral,1.2,54.63798848941166,24.00236176952159,16.939173449063478,0.16296593092510364,14.575930625950503
IPO_Synth_1270,,40.04,3945.5801145842565,194.05838721487316,96.70337938106518,43.05678345526963,333.818550051208,,,,19.867377017742267,2023,1,25.136893620815083,Infra,bull,1.2,84.62893081902753,16.2600494121644,13.233398829575595,0.2395574023728329,7.042213131789701
IPO_Synth_1271,,719.3404223406068,71.9742,152.51799122584993,70.25137524315574,27.504872834006047,250.2742393030117,,,,49.28980478296685,2025,1,45.554864711329834,Auto,neutral,1.2,24.0,21.646041629525484,17.526345233770265,1.030607261896298,6.620411840547051
IPO_Synth_1272,,396.12125497843243,71.9742,155.47401702333613,95.63806159531029,19.337931692826405,270.45001031147285,,,,89.9993969010988,2017,1,43.658511886631544,Retail,neutral,1.2,40.309147117967505,12.49054286485923,13.9092055452544,0.0,9.832393690292673
IPO_Synth_1273,,266.66486746465904,742.4464749737848,14.239679588672388,10.151516843106604,2.524080401031431,26.915276832810424,,,,5.128007233412376,2026,1,4.175940973189902,Finance,neutral,1.2,71.94425895346484,20.8177031242131,21.503716466198703,2.5,7.762072397786211
IPO_Synth_1274,,789.817166423087,3739.9601257027607,68.86704647464055,44.554307080150984,18.03576502481941,131.45711857961092,,,,19.77708631385171,2021,1,20.364624330136884,Pharma,neutral,1.2,44.15806306243407,18.03890285399313,10.902092993719315,1.2888353326499278,16.0
IPO_Synth_1275,,140.64111803176002,7352.998059611785,4.3765213376981755,2.7062592385328372,0.7539450327655149,7.836725608996527,,,,-7.194010579730019,2020,0,-1.2056490527879438,Tech,bear,1.2,43.10682097606657,13.763891543798293,9.756769967734556,0.546538077683567,9.179724792643704
IPO_Synth_1276,,1195.5766338891099,884.6540768810689,30.434509307305955,15.030418435677298,4.13203335283337,49.59696109581662,,,,44.05835359526384,2017,1,12.796233041489245,Mfg,neutral,1.2,51.59047948331977,23.74230021576691,19.219201760946067,0.0,11.335520503343485
IPO_Synth_1277,,354.4837568813704,2718.9755261061077,16.101295612826853,11.272644244939023,3.803115819657375,31.17705567742325,,,,-6.719939089454358,2023,0,-0.6894435466020694,Infra,neutral,1.2,45.858420132757836,8.135156414249632,6.0,0.7519186897856862,7.658586051112702
IPO_Synth_1278,,466.00588630086327,8675.644483545762,110.21396915249603,54.35276048548283,31.77543870655896,196.34216834453784,,,,28.70381527873537,2022,1,47.353474777841576,Pharma,neutral,1.2,71.46760219039098,12.88512336126378,14.226301979086914,0.0,5.013894956322959
IPO_Synth_1279,,941.8565507057348,1534.100741180874,103.11801793015076,73.74411762770363,31.712434606479377,208.57457016433378,,,,12.064809832078705,2016,1,20.162174770019142,Finance,bear,1.2,76.27928611731645,13.606513062878701,18.602763932734582,1.259917366057895,7.81386026628994
IPO_Synth_1280,,474.91716823722714,2740.46238505393,39.34747430983261,25.633350124171642,8.578704688474653,73.55952912247892,,,,1.5817023144697397,2023,1,7.572019185711937,Tech,neutral,1.2,61.58967594799909,16.97115466109412,6.0,0.0,7.846068212128161
IPO_Synth_1281,,820.9228286726765,71.9742,177.0133213680429,57.55236202945758,49.16865487703498,283.7343382745355,,,,53.037525536490705,2017,1,38.123902914065184,Infra,neutral,1.2,78.98327467848621,27.79602480880058,15.290893844031077,1.8837247684324343,7.825050714878813
IPO_Synth_1282,,40.04,6621.353961695294,13.637604925841245,3.729831574591571,4.204909144339495,21.572345644772312,,,,-25.373407402824622,2019,0,-11.559908198151144,Retail,bear,1.2,35.04417899642171,24.52555921803596,8.26823149177284,0.07585501441485254,5.199827110269505
IPO_Synth_1283,,263.63721594302,71.9742,0.5,0.5,0.5,1.5,,,,-7.223765815291011,2022,0,-11.559908198151144,Pharma,bear,1.2,61.3659787370146,20.63187237722608,6.698200545268891,0.0,10.408219690486188
IPO_Synth_1284,,550.3407162695985,2220.844498795522,80.69230962729311,47.844050398012094,18.70591783187932,147.24227785718455,,,,35.466228644105,2024,1,29.514866988959348,Infra,bear,1.2,84.26316274522405,20.34898448786724,10.20326492682294,0.48360966040499237,8.989611903450038
IPO_Synth_1285,,784.2195762246429,2147.0890414275887,46.58317801216993,25.66940123140004,5.3563593535823655,77.60893859715233,,,,26.870547225186176,2017,1,13.599461845514812,Auto,bull,1.2,77.58340446436301,19.929458374445264,14.174733839329935,0.5168229499581332,5.374250831824584
IPO_Synth_1286,,677.739510764427,1743.9011628254866,2.0,1.4762392800173463,0.5,3.9762392800173463,,,,34.04380345028865,2021,1,17.711097666412897,Pharma,bull,1.2,85.85329344329831,28.230949699750717,11.823560067701074,0.43568227930526776,10.318818425098613
IPO_Synth_1287,,645.7450633185364,391.2813035080256,19.510874510810133,10.19836383914859,3.511055801975653,33.220294151934375,,,,-7.272906298534471,2019,0,-11.559908198151144,Auto,bear,1.2,49.37917803710189,9.105869032431931,19.981800367745407,1.8797267793602526,12.286698196270793
IPO_Synth_1288,,777.2643919659337,2149.9274313379233,50.202074670631134,21.28316622072042,9.977803545846127,81.46304443719768,,,,35.28464121724662,2023,1,11.78792017781304,Pharma,bull,1.2,76.50941683953948,24.62934822972607,15.370738531679908,0.8808790575380989,13.59319139030037
IPO_Synth_1289,,577.082060549121,6096.0306377949155,38.085352482674026,20.279799905294386,12.862306192904283,71.22745858087269,,,,59.62044508982828,2025,1,55.652136575035556,Infra,bull,1.2,52.318029519570274,16.950835010696775,12.79969753957409,1.2960884812072442,4.0
IPO_Synth_1290,,40.04,7458.891742980666,98.433383310235,26.006678290001304,14.983414990491987,139.42347659072828,,,,41.58371542174491,2023,1,30.12867515949416,Mfg,neutral,1.2,70.71275226973468,23.01794190977849,9.105432529369585,0.25127442607441985,7.8072990275307586
IPO_Synth_1291,,907.458256894128,1065.8858012726992,32.21010395832369,17.381606597005003,7.581895391503786,57.17360594683248,,,,15.14911604986577,2024,1,15.963670450197565,Retail,bear,1.2,83.59578279567741,23.04665577790443,16.008490901280478,0.9269989862978221,5.887669155795664
IPO_Synth_1292,,128.68760588883328,351.84786565226926,19.73503708657291,13.83850605390732,6.863935232780546,40.437478373260774,,,,13.86954909486397,2020,1,2.7884436229480167,FMCG,neutral,1.2,45.70678282936321,24.399469651876707,24.0,0.0,8.04305494820539
IPO_Synth_1293,,521.9519391123167,71.9742,14.77770003375991,3.72641923528333,3.763860103810686,22.267979372853926,,,,0.1,2022,1,3.7511343278343583,Infra,bear,1.2,26.596255548939094,29.50188498865652,11.83687576170479,0.7581028349415886,14.165657895674627
IPO_Synth_1294,,476.6507444504117,8513.604844196492,3.574306532695696,2.404264102164333,0.5441083943678471,6.522679029227876,,,,-25.170488439386652,2019,0,-11.559908198151144,Mfg,neutral,1.2,93.25617627375107,11.77378735348048,12.365016925093778,0.0,7.818343904472345
IPO_Synth_1295,,430.9885291427637,1857.1198801596786,2.0,1.3019288940991132,0.6800954658890538,3.982024359988167,,,,42.45409061927387,2026,1,17.866797943436964,Infra,neutral,1.2,68.7862899397022,26.03266820965239,10.226784275281943,1.819636560985864,8.574877683091863
IPO_Synth_1296,,40.04,4424.1533598443675,218.70118126366862,66.27773522700525,40.25701911946229,325.2359356101362,,,,59.74273105169107,2018,1,30.58930756210154,Pharma,bull,1.2,58.072567945885346,19.61687077862752,20.328807118661043,0.5755051722032231,7.512782156054343
IPO_Synth_1297,,40.04,3335.1328132571816,26.32356929448313,17.726692906806207,2.947388914772224,46.99765111606156,,,,-22.917609301111916,2026,0,-11.559908198151144,FMCG,bear,1.2,57.08386958729209,17.23486424014097,19.171525050163865,1.1628683596688338,14.877797634779657
IPO_Synth_1298,,72.42367180980075,7270.09501240219,0.5,0.5,0.5,1.5,,,,-9.144708661573823,2024,0,-2.024094220531149,Infra,neutral,1.2,24.0,32.0,12.991780309775162,0.762322577712989,4.0
IPO_Synth_1299,,697.0534144844823,877.0236669592891,0.5,0.5,0.5,1.5,,,,-4.5153649869872465,2026,0,-11.559908198151144,Mfg,bear,1.2,63.75716164128689,24.211467436704282,12.304301172375233,2.306301468298805,8.330900231494345
IPO_Synth_1300,,40.04,71.9742,9.143352994801198,3.4068770477175807,2.786125432496503,15.336355475015282,,,,-10.83797733080093,2023,0,-8.602056605448793,Finance,bear,1.2,50.449825289112525,17.49677263242867,10.752660949447685,0.0,7.403182965736793
IPO_Synth_1301,,114.13059478588814,6361.801330691977,20.813658591557267,8.201626495660753,3.22588726896661,32.24117235618463,,,,19.26911581814327,2019,1,13.448248088813447,Tech,bull,1.2,60.944547283031206,25.74387395867778,13.698097592465187,0.3862031576983349,4.836485629487118
IPO_Synth_1302,,557.6208921397541,3873.0182010095073,0.5,0.5,0.5,1.5,,,,-1.194525086861413,2019,0,-11.559908198151144,Infra,bull,1.2,60.545272031429214,19.723649149807475,19.589455626505735,0.0,13.306654598368418
IPO_Synth_1303,,63.86839268423505,2709.4459440075984,116.50295978855647,43.47331241464118,12.703803600072183,172.68007580326983,,,,80.07052913159052,2017,1,25.585238477179825,Mfg,bull,1.2,24.0,17.40269089645414,15.18686270677303,0.0,4.590688432384925
IPO_Synth_1304,,229.3245283144381,5517.776228357979,42.32762549697955,17.46767297086712,14.06501829485908,73.86031676270575,,,,76.08261842439089,2026,1,28.60622837027588,Tech,bear,1.2,68.81937103058671,16.36347734109609,20.794412864187155,0.0,8.621659753875734
